course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
Introduction to Social Media Marketing,Meta,Course,1 - 3 Months,4.7,2.8k,Beginner,https://www.coursera.org/learn/social-media-marketing-introduction,136896.0,"['Social Media Marketing', 'Marketing', 'Digital Marketing', 'Social Media Marketing Strategy']"
Introduction to Software Engineering,IBM,Course,1 - 3 Months,4.8,12.4k,Beginner,https://www.coursera.org/learn/introduction-to-software-engineering,375663.0,"['Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum']"
Introduction to Spreadsheets and Models,University of Pennsylvania,Course,1 - 4 Weeks,4.7,535,Mixed,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,43318.0,"['Monte Carlo Method', 'Microsoft Excel', 'Linear Programming (LP)', 'Solver']"
Introduction to Technical Support,IBM,Course,1 - 3 Months,4.7,735,Beginner,https://www.coursera.org/learn/introduction-to-technical-support,68507.0,"['Customer Service', 'Ticketing Systems', 'Technical Support', 'Service Level Agreements (SLA)', 'Information Technology (IT) Support']"
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Course,1 - 4 Weeks,4.8,582,Intermediate,https://www.coursera.org/learn/introduction-tensorflow,25439.0,"['Computer Vision', 'Tensorflow', 'Machine Learning']"
Introduction to User Experience Design,Georgia Institute of Technology,Course,1 - 3 Months,4.8,19k,Beginner,https://www.coursera.org/learn/user-experience-design,353393.0,"['Usability', 'User Experience (UX)', 'User Experience Design (UXD)', 'User Interface']"
Introduction to Web Development,"University of California, Davis",Course,1 - 3 Months,4.5,7.9k,Beginner,https://www.coursera.org/learn/web-development,420249.0,"['Css Code', 'HTML', 'JavaScript', 'Cascading Style Sheets (CSS)']"
"Introduction to Web Development with HTML, CSS, JavaScript",IBM,Course,1 - 3 Months,4.7,3.6k,Beginner,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript,230386.0,"['Web Development', 'Cascading Style Sheets (CSS)', 'HTML', 'Git (Software)', 'JavaScript']"
Introductory C Programming,Duke University,Specialization,3 - 6 Months,4.6,1.6k,Beginner,https://www.coursera.org/specializations/c-programming,110691.0,"['Debugging', 'Software Development Process', 'Algorithms', 'Software Design', 'Problem Solving', 'Software Engineering', 'C Programming', 'Computer Programming']"
Introductory Human Physiology,Duke University,Course,1 - 3 Months,4.6,7.1k,Beginner,https://www.coursera.org/learn/physiology,103010.0,"['Cardiovascular understanding', 'Biology', 'Organ Systems', 'Medicine', 'Metabolic Pathways']"
Intuit Academy Bookkeeping,Intuit,Professional Certificate,3 - 6 Months,4.8,4.7k,Beginner,https://www.coursera.org/professional-certificates/intuit-bookkeeping,468701.0,"['Double-Entry Bookkeeping System', 'Bookkeeping', 'Bank Reconciliations', 'Accounting Concepts and Measurement']"
Investment Management,University of Geneva,Specialization,3 - 6 Months,4.6,4.8k,Beginner,https://www.coursera.org/specializations/investment-management,109804.0,"['Investment Management', 'Risk Management', 'Financial Markets', 'Finance']"
Investment Management with Python and Machine Learning,EDHEC Business School,Specialization,3 - 6 Months,4.7,7.2k,Beginner,https://www.coursera.org/specializations/investment-management-python-machine-learning,82673.0,"['Risk Management', 'Portfolio construction and analysis', 'Python programming skills', 'Implementation of data science techniques in investment decisions', 'Portfolio Optimization']"
Investment and Portfolio Management,Rice University,Specialization,3 - 6 Months,4.6,1.6k,Beginner,https://www.coursera.org/specializations/investment-portolio-management,37314.0,"['Performance Attribution', 'Behavioral Finance', 'Financial Markets', 'Behavioral Economics']"
Java FullStack Developer,Board Infinity,Specialization,1 - 3 Months,4.5,2.4k,Intermediate,https://www.coursera.org/specializations/java-fullstack,62704.0,"['Cascading Style Sheets (CSS)', 'Spring', 'HTML', 'JPA', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Data Structure', 'JavaScript', 'hibernate', 'springboot', 'Angularjs']"
Java Programming and Software Engineering Fundamentals,Duke University,Specialization,3 - 6 Months,4.3,60,Beginner,https://www.coursera.org/specializations/java-programming,3516.0,"['Debugging', 'Cascading Style Sheets (CSS)', 'HTML', 'Algorithms', 'Software Design', 'Data Analysis', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Software Engineering', 'Data Structure', 'JavaScript', 'Computer Programming']"
JavaScript for Beginners,"University of California, Davis",Specialization,3 - 6 Months,4.6,21.4k,Beginner,https://www.coursera.org/specializations/javascript-beginner,300317.0,"['web interactivty', 'Jquery', 'Data Manipulation', 'JavaScript']"
Key Technologies for Business,IBM,Specialization,1 - 3 Months,4.7,915,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,32301.0,"['Data Science', 'Artificial Intelligence (AI)', 'Business', 'Cloud Computing', 'technology']"
Leadership Skills,IIMA - IIM Ahmedabad,Course,1 - 3 Months,4.7,81k,Beginner,https://www.coursera.org/learn/leadershipskills,16737.0,"['Leading and managing change in organisation', 'Supportive communication', 'Leading subordinates effectively', 'Mindfulness', 'Positive Personality']"
Leadership in 21st Century Organizations,Copenhagen Business School,Course,3 - 6 Months,4.8,820,Mixed,https://www.coursera.org/learn/leadership-21st-century,116836.0,"['Strategic Management', 'Leadership', 'Collaboration', 'Communications Management']"
Leading Diverse Teams Organizations,University of Michigan,Course,1 - 4 Weeks,4.7,1k,Beginner,https://www.coursera.org/learn/leading-diverse-teams-and-organizations,79013.0,"['Equity', 'Leadership', 'diversity', 'inclusion']"
Leading People and Teams,University of Michigan,Specialization,3 - 6 Months,4.8,1.2k,Beginner,https://www.coursera.org/specializations/leading-teams,47949.0,"['Vision Alignment', 'Talent Management', 'Goals and Rewards', 'Motivate Employees', 'Leadership']"
Leading the Modern Day Business,University of Virginia,Specialization,3 - 6 Months,4.7,10.2k,Beginner,https://www.coursera.org/specializations/leading-modern-day-business,131103.0,"['Marketing', 'Business Strategy', 'Leadership And Management', 'Storytelling', 'Innovation']"
Leading Human Resource Management and Leadership,Macquarie University,Specialization,3 - 6 Months,4.7,19.2k,Intermediate,https://www.coursera.org/specializations/hr-management-leadership,44430.0,"['Strategic Thinking', 'Human Resources (HR)', 'Visionary leadership', 'Organisational design']"
Learn Chinese HSK Test Preparation,Peking University,Specialization,3 - 6 Months,4.8,3.2k,Beginner,https://www.coursera.org/specializations/hsk-learn-chinese,39888.0,"['Chinese Language', 'Hanyu Shuiping Kaoshi (HSK)']"
Learn English Advanced Academic Speaking and Listening,"University of California, Irvine",Specialization,3 - 6 Months,4.5,1.3k,Intermediate,https://www.coursera.org/specializations/speaklistenenglish,72915.0,"['Lecture', 'Note Taking', 'Presentation', 'Speech']"
Learn English Advanced Grammar and Punctuation,"University of California, Irvine",Specialization,3 - 6 Months,4.8,2.5k,Advanced,https://www.coursera.org/specializations/advanced-grammar-punctuation,74301.0,"['English Grammar', 'Punctuation', 'Grammar', 'English Language']"
Learn English Intermediate Grammar,"University of California, Irvine",Specialization,3 - 6 Months,4.8,5.1k,Intermediate,https://www.coursera.org/specializations/intermediate-grammar,121485.0,"['English Grammar', 'Perfect Tenses', 'English Language', 'Adjective']"
Learn SQL Basics for Data Science,"University of California, Davis",Specialization,3 - 6 Months,4.6,16.6k,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,226926.0,"['Data Analysis', 'Apache Spark', 'Delta Lake', 'SQL']"
Learn to Program The Fundamentals,University of Toronto,Course,1 - 3 Months,4.7,6.2k,Beginner,https://www.coursera.org/learn/learn-to-program,421737.0,"['Python Syntax And Semantics', 'Computer Programming', 'Python Programming', 'Idle (Python)']"
Learning How to Learn Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,Course,1 - 4 Weeks,4.8,87.9k,Beginner,https://www.coursera.org/learn/learning-how-to-learn,3641053.0,"['Test Preparation', 'Learning To Learn', 'Pomodoro Technique', 'Meta Learning']"
Learning Linux for LFCA Certification,LearnQuest,Specialization,3 - 6 Months,4.5,807,Beginner,https://www.coursera.org/specializations/linux-for-lfca-certification,14893.0,"['creating links to files and directories', 'updating packages', 'managing Linux File Systems', 'filtering text files', 'applying permissions']"
Learning and Development,HRCI,Course,1 - 4 Weeks,4.8,84,Beginner,https://www.coursera.org/learn/learning-and-development,4817.0,"['Learning Delivery Methods', 'Effective Training', 'Training Needs', 'Learning Models']"
Leverage Data Science for a More Agile Supply Chain,"University of California, Irvine",Specialization,1 - 3 Months,4.5,158,Intermediate,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain,4041.0,"['Data-Informed Decision-Making', 'Analyze Metrics', 'Resource and Capacity Optimization', 'Risk identification', 'Agile Supply Chain Planning']"
Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.5,908,Beginner,https://www.coursera.org/learn/machine-learning-linear-algebra,68047.0,"['Machine Learning', 'Linear Equation', 'Eigenvalues And Eigenvectors', 'Linear Algebra', 'Determinants']"
Linux and Private Cloud Administration on IBM Power Systems,Red Hat,Specialization,3 - 6 Months,4.8,921,Intermediate,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems,10280.0,"['System Administration', 'Red Hat Enterprise Linux', 'virtualization', 'IBM Power Systems', 'Cloud Computing']"
MATLAB Programming for Engineers and Scientists,Vanderbilt University,Specialization,3 - 6 Months,4.8,17.5k,Beginner,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,79656.0,"['Matlab', 'Data Analysis', 'Object-Oriented Programming (OOP)', 'Image Processing', 'Computer Programming']"
MLOps Machine Learning Operations,Duke University,Specialization,3 - 6 Months,4.0,115,Advanced,https://www.coursera.org/specializations/mlops-machine-learning-duke,5105.0,"['Data Management', 'Devops', 'MLOps', 'Machine Learning', 'Github', 'Python Programming', 'Data Analysis', 'Microsoft Azure', 'Big Data', 'Amazon Web Services (Amazon AWS)', 'Cloud Computing', 'Rust Programming']"
Machine Learning,University of Washington,Specialization,3 - 6 Months,4.6,16k,Intermediate,https://www.coursera.org/specializations/machine-learning,201871.0,"['Data Clustering Algorithms', 'Machine Learning', 'Classification Algorithms', 'Decision Tree']"
Machine Learning,Multiple educators,Specialization,1 - 3 Months,4.9,17.3k,Beginner,https://www.coursera.org/specializations/machine-learning-introduction,297365.0,"['Decision Trees', 'Artificial Neural Network', 'Logistic Regression', 'Recommender Systems', 'Linear Regression']"
Machine Learning Data Lifecycle in Production,DeepLearning.AI,Course,1 - 4 Weeks,4.3,746,Advanced,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production,38883.0,"['ML Metadata', 'Convolutional Neural Network', 'TensorFlow Extended (TFX)', 'Data Validation', 'Data transformation']"
Machine Learning Engineering for Production (MLOps),DeepLearning.AI,Specialization,3 - 6 Months,4.7,3.3k,Advanced,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,60425.0,"['Managing Machine Learning Production Systems', 'Deployment Pipelines', 'Model Pipelines', 'Data Pipelines', 'Machine Learning Engineering for Production']"
Machine Learning Foundations for Product Managers,Duke University,Course,1 - 3 Months,4.7,253,Beginner,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,25169.0,"['Data Science', 'Artificial Neural Network', 'Machine Learning', 'Predictive Analytics', 'Modeling']"
Machine Learning Modeling Pipelines in Production,DeepLearning.AI,Course,1 - 3 Months,4.3,373,Advanced,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production,27489.0,"['Explainable AI', 'Fairness Indicators', 'automl', 'Model Performance Analysis', 'Precomputing Predictions']"
Machine Learning and Reinforcement Learning in Finance,New York University,Specialization,3 - 6 Months,3.7,788,Intermediate,https://www.coursera.org/specializations/machine-learning-reinforcement-finance,19145.0,"['Predictive Modelling', 'Financial Engineering', 'Machine Learning', 'Tensorflow', 'Reinforcement Learning']"
Machine Learning for Trading,Google Cloud,Specialization,1 - 3 Months,3.9,1k,Intermediate,https://www.coursera.org/specializations/machine-learning-trading,26628.0,"['Reinforcement Learning Model Development', 'Reinforcement Learning Trading Algorithm Optimization', 'Reinforcement Learning Trading Strategy Development', 'Reinforcement Learning Trading Algo Development', 'Algorithmic Trading', 'Python Programming', 'Machine Learning', 'Finance', 'Trading', 'Investment', 'Machine Learning applied to Finance']"
Machine Learning on Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.5,9.5k,Intermediate,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,90040.0,"['Vertex AI', 'Machine Learning', 'Feature Engineering', 'Tensorflow', 'Cloud Computing']"
Machine Learning with Python,IBM,Course,1 - 3 Months,4.7,14.7k,Intermediate,https://www.coursera.org/learn/machine-learning-with-python,376933.0,"['SciPy and scikit-learn', 'Machine Learning', 'regression', 'classification', 'Hierarchical Clustering']"
"Make the Sale Build, Launch, and Manage E-commerce Stores",Google,Course,1 - 4 Weeks,4.8,878,Beginner,https://www.coursera.org/learn/make-the-sale,81460.0,"['Fulfillment and delivery', 'Website Structure', 'E-commerce platforms', 'E-Commerce Strategy', 'Seasonality']"
Management Consulting,Emory University,Specialization,3 - 6 Months,4.8,517,Beginner,https://www.coursera.org/specializations/managementconsulting,9868.0,"['Management Consulting', 'Presentation', 'Problem Solving', 'Consulting', 'Recruiting']"
Management of Fashion and Luxury Companies,Universita Bocconi,Course,1 - 3 Months,4.7,5.6k,Mixed,https://www.coursera.org/learn/mafash,256877.0,"['Strategic Management', 'Business Model', 'Luxury Goods', 'Brand Management']"
Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,3.8k,Beginner,https://www.coursera.org/specializations/managerial-economics-business-analysis,2341.0,"['Supply And Demand', 'Game Theory', 'Data Analysis', 'Financial Systems', 'Market(Economics)']"
